id,created_at,text
1369551916322131969,2021-03-10 07:33:16,@boyes_louie They in the mix mate 👌
1369416625368219649,2021-03-09 22:35:40,@kvpvfc She’s ducked off to bed 👌
1369416313655943168,2021-03-09 22:34:26,Jesus wept what a game of football 👀
1369387577623650306,2021-03-09 20:40:15,@RickyNBelfast You sound like someone I know mate 🔥
1369387436569137168,2021-03-09 20:39:41,@Lufclee80 @centrehalfhobbo Ha ha I bet hey it Scary how quick itt all happens pal 😂
1369386912998383618,2021-03-09 20:37:36,@Ldj42notout I’m bad enough in a van never mind a push  bike Last one I had was a chopper
1369369465616560128,2021-03-09 19:28:16,@moodymarty65 @cwmfarmsalami I missed that parter they must love at customs 😂
1369342849901297664,2021-03-09 17:42:31,@Si_Says_88 👏 👏👏
1369342117227728899,2021-03-09 17:39:36,@The_only_Fenech @pauliemc91 Dior you start your diet in a fortnight the. Mate ?
1369336028943769604,2021-03-09 17:15:24,@mcfcfxp Hoping we get the nod on that early this year
1369335902183514114,2021-03-09 17:14:54,@DonKiddick11 I can’t touch any till Thursday mate
1369335225331892224,2021-03-09 17:12:13,@CFCHxrry My own fault bout time I started to buy British I knew the Mexican pine would n t stand up to wear and tear
1369334445409505281,2021-03-09 17:09:07,@SteedOfSteel Was thinking of taking the back and saying they are faulty
1369334023592509443,2021-03-09 17:07:26,@DaviidHaynes Hoping it arrives in April
1369333453855023104,2021-03-09 17:05:11,Diet definitely starts Monday just gone straight through the deck chair https://t.co/pZYyyxFlQv
1369227167939321857,2021-03-09 10:02:50,@AronDavies12 Deeeew jammmy barsteward https://t.co/U1WX8UgRXh
1369183831337615360,2021-03-09 07:10:38,Jesu wet I only wanted to see@if it was gunna piss down later
1369183373739057152,2021-03-09 07:08:49,Jesus wept get Dr Hilary on 😂
1369040569847214098,2021-03-08 21:41:22,Jesus wept I’m gunna do a bit of cheese on toast for supper and stay up and watch this 👀
1369020877715701763,2021-03-08 20:23:07,@Ocky1976 @Bighpr1972 So sad isn’t it pal a  beauty pal never forget pal
1368662569087602698,2021-03-07 20:39:19,@Ldj42notout Stick a good western on and enjoy if not goosed mate
1368650176647335936,2021-03-07 19:50:05,@thompsond578 Had some earlier got a pint of nesqujck strawberry milkshake on the go 👌
1368646391459897351,2021-03-07 19:35:02,@dazburton74 @WXM_Lager Deeeew man knows 👀
1368646281371979778,2021-03-07 19:34:36,You can’t beat watching telly in your pit doubt I’ll make Bargain Loving  Brits never mind MOTD2 will sleep like a log tonight
1368627695496663042,2021-03-07 18:20:45,@Clare_Wxm Thanks we picked it up from the Ffrwydd the pudding was so good too
1368627369045594113,2021-03-07 18:19:27,@exiledfromsheff The@flavour was unreal and so tender mate
1368610201398607874,2021-03-07 17:11:14,@TweetDazzyB Mate it was melt in the mouth 👌
1368601977215725571,2021-03-07 16:38:33,@Bighpr1972 Had a tough week lost my best friend pal https://t.co/mZmaU7W7pt
1368597602225295360,2021-03-07 16:21:10,@Elliotjr34 https://t.co/LrvTuPfFme
1368597400076582916,2021-03-07 16:20:22,@billdifilippo Home win but I usually get everything wrong pal
1368597080495824897,2021-03-07 16:19:05,Next level Sunday lunch takeaway this beef is something else lads 👌 https://t.co/KqaK5iXj0z
1368571922062118913,2021-03-07 14:39:07,@TheHoust Took a couple of poached eggs early doors getting some Sunday lunch soon https://t.co/lRDurOLOBF
1368521649541312512,2021-03-07 11:19:21,@bramlarr 12bells
1368521515701010433,2021-03-07 11:18:49,@TheGMan1973 Canna argue they dominated this time out
1368519083373772806,2021-03-07 11:09:09,@Camclarky Feeling like a million euro bit looking like a bag of shot💩 mate
1368518918252400643,2021-03-07 11:08:30,@taff_8 Just done city spurs Liverpool win and  West Brom draw
1368518289253621760,2021-03-07 11:06:00,@Lazio_UK Took some poached eggs first thing
1368518061742030852,2021-03-07 11:05:06,@marknewton70 Happy days mate I don’t do it enough always doing a job but determined to make Sunday’s great again
1368517769487151105,2021-03-07 11:03:56,@rockthekasbah88 They’ve dominated who can deny their superiority this season mate
1368516281490636800,2021-03-07 10:58:01,@maxandpaddyline Had a couple of poached eggs at half 8
1368515873955282950,2021-03-07 10:56:24,@LabelsLess The Adventus was bob on 2 sprays last all day
1368515614596272129,2021-03-07 10:55:22,What Sunday mornings are all about 👌 https://t.co/DpJjp7Cjlq
1368478877778120706,2021-03-07 08:29:24,@LabelsLess Perfect fit mate thanks
1368477103646244876,2021-03-07 08:22:21,@LabelsLess Mine deliveeey was bob on mate in doghousse as didn’t get any for flamethrower wil be on again this week
1368470379082244105,2021-03-07 07:55:37,@Ldj42notout @1GarethWynJones Treating pursers to a take out from a local pub
1368466716464910337,2021-03-07 07:41:04,@1GarethWynJones @virginia_inn Really feel for those in the hospitality industry my spidey senses tell me it’s gunn… https://t.co/L5HhJpNwXY
1368466310791847937,2021-03-07 07:39:28,RT @1GarethWynJones: @bootlegger1974 Ow yes the boys and girls at the @virginia_inn are ready 😂😂😂 https://t.co/tMS6DxZ5sh
1368463845950382082,2021-03-07 07:29:40,@1GarethWynJones Can’t wait to raise the firing pistol amd bellow what happens in the Virginiia stays in the Virginia🍺🍺🍺🍺🍺
1368462537814118404,2021-03-07 07:24:28,@1GarethWynJones Bore da a fine day of sport eating amd drinking on the cards 👌
1368461923927400451,2021-03-07 07:22:02,@derbylad90 Soz mate missed that one
1368244845958098945,2021-03-06 16:59:26,"RT @thetynycapel: We can’t wait for our Bootlegger 1974 Pilsner Bar to be finally allowed to open..

With that view from our Booths and a L…"
1368113312752431104,2021-03-06 08:16:46,@scottavfc8 Off to dos. Small hob shortly the. I’m slumped in front of the tv all day mate great day of sport ahead
1368110832945627136,2021-03-06 08:06:55,@moodymarty65 Thanks olde pal I could listen to you all day enjoy your nightcap 👌
1368081400973451266,2021-03-06 06:09:58,"RT @moodymarty65: Classic album tonight “ God  made me a sinner just to keep fat men thinner”
Spanish Train and Other Stories , Lonely Sky…"
1367869403212247040,2021-03-05 16:07:34,@GriffoMedia Book the best and forget anbiut the rest baby 😂
1367825055951056908,2021-03-05 13:11:20,@nugeyboy08 I’d usually tell the flamethrower I gotta go and price a job ul🍺🍺🍺🍺🍺🍺
1367740212818960385,2021-03-05 07:34:12,@Amy06573447 @Marshallmedia @RishiSunak @NurseSayNO @nurses_united @BBCNews Absolute disgrace your all heroes from… https://t.co/cbKqgUrkgh
1367568210418143239,2021-03-04 20:10:44,@Tom_Galley1 As long as the ship ain’t sailing first you be bob on pal 👍
1367563542430445576,2021-03-04 19:52:11,@Tom_Galley1 How you getting on captain
1367563136551817222,2021-03-04 19:50:34,@JaackMeaad Double up on la virgin when she’s in the suns just round the corner pal 👌
1367552612971724803,2021-03-04 19:08:45,@JaackMeaad She’s class pal
1367505070040973315,2021-03-04 15:59:50,Jesu wept what I’d do to be able to  call and kane a few crafty ones before tea 🍺🍺🍺🍺🍺
1367486507574063140,2021-03-04 14:46:04,"RT @WXM_Lager: We are excited to announce we are now working with Enterprise Foods who distribute nationally to the likes of @coopuk, @Your…"
1367380500399194113,2021-03-04 07:44:50,@Chris_R1987 @Wrexham_AFC @VancityReynolds @RMcElhenney A European cup winner who always remained a man of the peop… https://t.co/P2j0zP30xM
1367375610318839810,2021-03-04 07:25:24,@Chris_R1987 @Wrexham_AFC @VancityReynolds @RMcElhenney Hero 👌
1367172812352405505,2021-03-03 17:59:33,@WXM_Lager Deeeew handy that  if  get caught short 🍺🍺🍺
1367121150225092618,2021-03-03 14:34:16,@jxmes123 The good olde days 😂😂😂
1367112202394681347,2021-03-03 13:58:43,@gegenpresser21 I had one bottle late last night will take one or two tomoz
1367041694399619072,2021-03-03 09:18:33,@ya_ma_on_toast_ Been laying low 😂Beef baps for snap in
1367036602510434306,2021-03-03 08:58:19,Sun on your back one day Baltic  barsteward fog the next poor nut sack doesn’t know what day it is
1366835280385363973,2021-03-02 19:38:20,@_Gallagher81 @WXM_Lager @perfectdraftuk They won’t have it pal
1366835136101314566,2021-03-02 19:37:45,@yorkshirejpm @WXM_Lager Only had a sin  per serving too 🔥
1366806217000185858,2021-03-02 17:42:50,@L_Jackman9 @WXM_Lager All the best pal have a blinder
1366787985598013441,2021-03-02 16:30:24,@wxmkev Had a cougar round captain 👙?
1366787700427218947,2021-03-02 16:29:16,@BigTJ1975 @WXM_Lager Will go down like silk cheers mate 👌
1366697814311526402,2021-03-02 10:32:05,@couch_duncan @TheCrooksUK @SpotifyUK @SpotifyUSA @SpotifyAus @FoundryOne_ @happypplpr @GoldenRobotRcds… https://t.co/wiR9N1enEn
1366697313247313925,2021-03-02 10:30:06,"RT @TheCrooksUK: FRANKIE
Out Now

https://t.co/002pPABn6w

@SpotifyUK @SpotifyUSA @SpotifyAus @FoundryOne_ @happypplpr @GoldenRobotRcds @Th…"
1366494700409135107,2021-03-01 21:04:59,@thetynycapel @1979Gino @ladbible Your making me thirsty
1366494370497757185,2021-03-01 21:03:40,@thetynycapel @1979Gino @ladbible Top notch’s suck  a beautiful setting to eat drink and be merry
1366404498772606985,2021-03-01 15:06:33,@1979Gino @ladbible @thetynycapel With a view to die for🏴󠁧󠁢󠁷󠁬󠁳󠁿 looking forward to sinking a few 👌
1366316073520406528,2021-03-01 09:15:11,@CorryRoberts7 @nationalwales Cheers will keep an eye out mate 🏴󠁧󠁢󠁷󠁬󠁳󠁿
1366315772428099585,2021-03-01 09:13:59,@Llelo2801 @carolvorders @1GarethWynJones @AledHall @ffionhooson0 @ItsYourWales @carolkirkwood @DerekTheWeather… https://t.co/UuIVbu11ck
1366108091285196801,2021-02-28 19:28:44,@SI8BALL Superb you’ll sleep like log tonight pal 👌
1366079638271885314,2021-02-28 17:35:40,@HamezLyons @nugeyboy08 Love la virgin spaten Lowe brau Lisa
1366031519660335104,2021-02-28 14:24:28,@dewilad @nugeyboy08 Tried to get it on the pd but they not interested mate
1366029102705225730,2021-02-28 14:14:52,@Turkey123mcfcok Savoury duck
1366028981426880519,2021-02-28 14:14:23,@msl1912 No where does soda bread like Northern Ireland a thing of true beauty
1365995315887804418,2021-02-28 12:00:36,@hadddz A great way to start a great day pal
1365995173776392193,2021-02-28 12:00:03,@mickymaguire I prefer tomato mate
1365991327675125761,2021-02-28 11:44:46,@nugeyboy08 Depends what you like to swill mate you go wrong with the PD  I had a blade also but sold it
1365981456955289600,2021-02-28 11:05:32,@dan_masonn01 👌👌👌
1365981415343611904,2021-02-28 11:05:22,RT @dan_masonn01: @bootlegger1974 https://t.co/3FdQeOFWPo
1365981283541803009,2021-02-28 11:04:51,@Loweypvfc81 Harsh but fair I was tad out of sync with the timing
1365981146715205632,2021-02-28 11:04:18,@the_real_ivo Savoury duck
1365979337678323713,2021-02-28 10:57:07,@JLindley1991 Savoury duck mate 👌
1365978854842630144,2021-02-28 10:55:12,Wooing the flamethrower with a Sunday morning fry 👌 https://t.co/LZE6zQt2dw
1365946129884598272,2021-02-28 08:45:10,@1GarethWynJones What a performance from the boys
1365942190384549888,2021-02-28 08:29:30,@1GarethWynJones What happens in the Virginia stays in the Virginia baby
1365940978486571009,2021-02-28 08:24:41,@bircham_d @markjjohn85 Will look forward to it okde pal
1365808621850886144,2021-02-27 23:38:45,@markjjohn85 Class times pal 🏴󠁧󠁢󠁳󠁣󠁴󠁿
1365723725027549187,2021-02-27 18:01:24,@craig09981011 @WXM_Lager Hope your well bigman
1365710224720617481,2021-02-27 17:07:45,@leeg1972 We all gotta support our local club pal
1365710026703319040,2021-02-27 17:06:58,@nugeyboy08 Love that pal
1365704545796558849,2021-02-27 16:45:11,The finest anthem on the planet 🏴󠁧󠁢󠁷󠁬󠁳󠁿 may the best team win boys 🏉
1365698131120250892,2021-02-27 16:19:42,@Shindigmike Barsteward bust last week tried to get one and the woman said it isn’t an essential item I told her st… https://t.co/iH6VYg15cv
1365697192355315719,2021-02-27 16:15:58,@bobtaz75 What sort of man does that
1365681304302465027,2021-02-27 15:12:50,Paying homage to my idol Ray Reardon https://t.co/quc6jygPxI
1365621988266491904,2021-02-27 11:17:08,@FatBoarWXM Young 17
1365621566709587968,2021-02-27 11:15:28,@therealMickeyT What a hero 😂😂😂keep smiling pal 👌
1365616592319614976,2021-02-27 10:55:42,RT @therealMickeyT: Just putting this video out for all you people that haven’t been able to come  to North Wales it won’t be long now the…
1365616373980880901,2021-02-27 10:54:50,@therealMickeyT Gods country pal 🏴󠁧󠁢󠁷󠁬󠁳󠁿hopefully be up at the villa soon  enjoy this fine day Mickey👌
1365605831392305152,2021-02-27 10:12:56,@DonKiddick11 Non  stop sport olde dickie Davis be loving it https://t.co/SraD1SeVb2
1365602735484198912,2021-02-27 10:00:38,@mark_parfitt I ran out of pomegranate juice mate
1365602263381737473,2021-02-27 09:58:45,@nugeyboy08 Very much doubt it mate I’d need a serious upgrade in Jeans  but on a plus note the diet starts Monday
1365599784007049218,2021-02-27 09:48:54,@bigdermo Beautiful here have a grueller mate https://t.co/MNxTCAPTBb
1365598083040628737,2021-02-27 09:42:09,@von_no_toes Or half inching someone else’s on the walk of shame 😂
1365597673554907136,2021-02-27 09:40:31,@TatwsTrading The new shop looking good olde pal 🔥will pop in when I’m up at the villa
1365596778683334656,2021-02-27 09:36:58,@Jtsuperleeds Been for a few bits and bobs for a wee fry
1365596424587665408,2021-02-27 09:35:33,@DonKiddick11 I can na bear it pal
1365596009137639424,2021-02-27 09:33:54,@Bigbarry89 It sure does mate 👌
1365594102138605568,2021-02-27 09:26:20,@sedgleytruck @nicholasjflynn Wales win mate
1365593948912312322,2021-02-27 09:25:43,Great wee thirst quencher from the farm shop 👌 https://t.co/j2tlwe9DBT
1365581171099377664,2021-02-27 08:34:57,@lexieluca22 You know the score 👌
1365581028308389890,2021-02-27 08:34:23,@1875Whitson Lunchtime we taking a walk down the river this morning
1365580845503905794,2021-02-27 08:33:39,@kcdub123 Yes Eva few pilsners and a bit of vino tinto later mate
1365577224829698048,2021-02-27 08:19:16,@markbeggs Enjoy pal never had her before
1365575671360196609,2021-02-27 08:13:05,@scyatt161 Will setttle down and have a look shortly
1365575522814742531,2021-02-27 08:12:30,@thetomlaw11 Piiilllllsnner
1365575450567856130,2021-02-27 08:12:13,@lexieluca22 Only one winner today bigman 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿
1365574885305589760,2021-02-27 08:09:58,Well the sky is blue the sun is shining  enjoy this  fine day of sport wining  and dining 🍷
1365572268617826304,2021-02-27 07:59:34,@moodymarty65 @AviationGin Duck the neighbours need a samole of your talents
1365572007899901955,2021-02-27 07:58:32,"RT @moodymarty65: Moodymarty classic album night . Super groups of the 80’s with Asia Alpha . Don’t Cry, The Smile Has Left Your Eyes , fro…"
1365356576761143302,2021-02-26 17:42:29,@powsy71 @adymorris09 Top lads can’t wait to sink a few with you  boys 👌
1365310655876771848,2021-02-26 14:40:01,"RT @FootballManager: @bootlegger1974 wellllllll the media aren't too kind to the old Captain, baby... but they're not the ones who'll be li…"
1365295146712133632,2021-02-26 13:38:23,@FootballManager It’s all about the next move baby
1365293769139093510,2021-02-26 13:32:55,@NJWesthead @FootballManager Get one sorted next week of want
1365293436606291975,2021-02-26 13:31:35,@FootballManager Attend press comference storm out shouting  ‘duck dis shot’💩
1365289904578695172,2021-02-26 13:17:33,@LabelsLess I will take that pal
1365284583424598018,2021-02-26 12:56:25,@FatBoarWXM That’ll do me for laters 👌
1365280851865591812,2021-02-26 12:41:35,@WXM_Lager @Wrexham_AFC @WelshRugbyUnion Only one winner tomorrow 🍺🍺🍺
1365252626544283654,2021-02-26 10:49:25,@1GarethWynJones @LlaethyLlan @SCCWales @DaioniOrganic @blasytir @aberdistillery @BracesBakery @BrynmorFoods… https://t.co/rfUfN3u4EZ
1365251529226276864,2021-02-26 10:45:04,@1GarethWynJones @LlaethyLlan @SCCWales @DaioniOrganic @blasytir @aberdistillery @BracesBakery @BrynmorFoods… https://t.co/rk6H3yJr20
1365219923287506948,2021-02-26 08:39:28,@RivendellStone1 @Jimitakesover Cheers
1365219781469741057,2021-02-26 08:38:55,@SteedOfSteel Brilliant 😂
1365216892978417665,2021-02-26 08:27:26,@Jimitakesover What’s it on mate will@do@the same ?
1365216679253450753,2021-02-26 08:26:35,@TatwsTrading Looks amazing 🔥
1365214815334117377,2021-02-26 08:19:11,@SteedOfSteel The man ain’t aged a bit great pic that pal 👌we all love to clench a fist if we  a boxer baby 😂
1365214318522990593,2021-02-26 08:17:12,@Llelo2801 @carolvorders @1GarethWynJones @AledHall @ffionhooson0 @ItsYourWales @Ruth_ITV @SianWeather… https://t.co/CTmynWLt9y
1365213880327299072,2021-02-26 08:15:28,He was always a down to earth guy not like the u touchable Superstars of today
1365213100857778179,2021-02-26 08:12:22,Great to see Bruno talking on ithe telly this morning a hero when I was growing up and still a hero now still in gr… https://t.co/3x1hpKDscP
1365067750088007682,2021-02-25 22:34:48,@MylesHSG I be like a nervous wreck making a brew 😂
1365055796871127041,2021-02-25 21:47:18,@MorganStoddart Well they’ll have a shock when they see what’s down there baby👀
1365048039992344577,2021-02-25 21:16:28,@razaboombastic @McGillvaGrant I’ll fill the fridge with tenants
1365047158702034947,2021-02-25 21:12:58,@Paul_Nadirehs Gunna as be at it I the morning 👌
1365045606503370757,2021-02-25 21:06:48,@Paul_Nadirehs It used to be 125 I hit the roof when Claire said how much we paying you just forget about it till you  see program like that
1365043618189344768,2021-02-25 20:58:54,@anthonyobrien81 He was harping on about gas and electric mentions ot to the mrs and she said our has been going il for months
1365043163388407816,2021-02-25 20:57:06,@Brian220974934 Ffs 😂
1365043037135659015,2021-02-25 20:56:35,@Paul_Nadirehs Ours gone up to £169’a month for gas electric and shot broadband no wonder they pinning for me to have a smart meter fitted
1365041807118258187,2021-02-25 20:51:42,@mariejane2020 No pulling the wool over his eyes 👀
1365040618490191877,2021-02-25 20:46:59,Been watching that Martin Lewis I’m getting straight onto the olde gas and electric comparison site in the morning… https://t.co/cNnRenS8Iq
1365032359419138058,2021-02-25 20:14:10,@kobibbq2021 Everyone’s in a rush bit I wouldn’t mind they got nowhere to frigging go
1365025643193380865,2021-02-25 19:47:28,@WhatsTheCraicPC @andymorrell01 I’ll give it a blast later later mate he top fella
1365025356248449028,2021-02-25 19:46:20,"RT @WhatsTheCraicPC: @bootlegger1974 alright captain! Fancy giving our podcast a listen, we just released our episode with @andymorrell01 h…"
1364971939547201544,2021-02-25 16:14:04,@normenfrei Looks a nice day mate 👌
1364970205592616965,2021-02-25 16:07:11,@JS1994 @JakeThomas0 94 kg captain 😀
1364958274135719946,2021-02-25 15:19:46,Well it’s a good job I’m not like Ronnie Pickering lads😀what the duck is wrong with people ffs https://t.co/b4voOAibHa
1364840026098532353,2021-02-25 07:29:54,@pbeck1 Yes mate I love em on a sh💩t tea night
1364685682418057219,2021-02-24 21:16:35,@jordan_hayes92 @WXM_Lager Work hard play hard olde pal 🔥
1364685426825588736,2021-02-24 21:15:35,@paul_miney I’ll have a look on  computer for the link later  I googled ninja xl  fried chicken but don’t tell anyo… https://t.co/cI7bxjtASv
1364682192887152641,2021-02-24 21:02:44,@Mikebkr1 She said it was a bit crispy for her liking they never happy mate 🔥
1364681966533115912,2021-02-24 21:01:50,@ISmokyand I love mine mate they great for certain things
